unidade;ano;mes;especialidade;consultas_eletivas
IRS;2023,0;11,0;Neurologia;13,0
IRS;2023,0;11,0;Psiquiatria;296,0
IRS;2023,0;12,0;Neurologia;9,0
IRS;2023,0;12,0;Psiquiatria;205,0
IRS;2024,0;1,0;Neurologia;17,0
IRS;2024,0;1,0;Psiquiatria;266,0
IRS;2024,0;2,0;Neurologia;13,0
IRS;2024,0;2,0;Psiquiatria;213,0
IRS;2024,0;3,0;Neurologia;11,0
IRS;2024,0;3,0;Psiquiatria;209,0
IRS;2024,0;4,0;Neurologia;14,0
IRS;2024,0;4,0;Psiquiatria;359,0
IRS;2024,0;5,0;Neurologia;16,0
IRS;2024,0;5,0;Psiquiatria;296,0
IRS;2024,0;6,0;Neurologia;15,0
IRS;2024,0;6,0;Psiquiatria;319,0
IRS;2024,0;7,0;Neurologia;17,0
IRS;2024,0;7,0;Psiquiatria;283,0
IRS;2024,0;8,0;Neurologia;15,0
IRS;2024,0;8,0;Psiquiatria;301,0
IRS;2024,0;9,0;Neurologia;13,0
IRS;2024,0;9,0;Psiquiatria;338,0
IRS;2024,0;10,0;Neurologia;15,0
IRS;2024,0;10,0;Psiquiatria;407,0
IRS;2024,0;11,0;Neurologia;13,0
IRS;2024,0;11,0;Psiquiatria;327,0
IRS;2024,0;12,0;Neurologia;8,0
IRS;2024,0;12,0;Psiquiatria;268,0
IRS;2025,0;1,0;Neurologia;12,0
IRS;2025,0;1,0;Psiquiatria;318,0
IRS;2025,0;2,0;Neurologia;13,0
IRS;2025,0;2,0;Psiquiatria;353,0
IRS;2025,0;3,0;Neurologia;10,0
IRS;2025,0;3,0;Psiquiatria;227,0
IRS;2025,0;4,0;Neurologia;19,0
IRS;2025,0;4,0;Psiquiatria;266,0
IRS;2025,0;5,0;Neurologia;20,0
IRS;2025,0;5,0;Psiquiatria;319,0
IRS;2025,0;6,0;Neurologia;14,0
IRS;2025,0;6,0;Psiquiatria;303,0
IRS;2025,0;7,0;Neurologia;11,0
IRS;2025,0;7,0;Psiquiatria;341,0
IRS;2025,0;8,0;Neurologia;19,0
IRS;2025,0;8,0;Psiquiatria;272,0
IRS;2025,0;9,0;Neurologia;13,0
IRS;2025,0;9,0;Psiquiatria;342,0
IRS;2025,0;10,0;Neurologia;17,0
IRS;2025,0;10,0;Psiquiatria;343,0
IRS;2025,0;11,0;Neurologia;13,0
IRS;2025,0;11,0;Psiquiatria;262,0
IRS;2025,0;12,0;Neurologia;10,0
IRS;2025,0;12,0;Psiquiatria;188,0
IRS;2026,0;1,0;Neurologia;17,0
IRS;2026,0;1,0;Psiquiatria;270,0
IRS;2026,0;2,0;Neurologia;15,0
IRS;2026,0;2,0;Psiquiatria;270,0
MOV;2023,0;4,0;Anestesiologia;2,0
MOV;2023,0;4,0;Banco de Leite;94,0
MOV;2023,0;4,0;Cardiologia;24,0
MOV;2023,0;4,0;Enfermagem;12,0
MOV;2023,0;4,0;Fisioterapia;29,0
MOV;2023,0;4,0;Fonoaudilogia;4,0
MOV;2023,0;4,0;Ginecologia e Obstetrícia;496,0
MOV;2023,0;4,0;Mastologia;111,0
MOV;2023,0;4,0;Nefrologia;3,0
MOV;2023,0;4,0;Neurologia;14,0
MOV;2023,0;4,0;Nutrição;3,0
MOV;2023,0;4,0;Oftamologia;3,0
MOV;2023,0;4,0;Pediatria;12,0
MOV;2023,0;4,0;Psicologia;10,0
MOV;2023,0;4,0;Psicólogo;8,0
MOV;2023,0;4,0;Serviço Social;28,0
MOV;2023,0;5,0;Anestesiologia;20,0
MOV;2023,0;5,0;Banco de Leite;146,0
MOV;2023,0;5,0;Cardiologia;74,0
MOV;2023,0;5,0;Enfermagem;23,0
MOV;2023,0;5,0;Fisioterapia;29,0
MOV;2023,0;5,0;Fonoaudilogia;81,0
MOV;2023,0;5,0;Ginecologia e Obstetrícia;915,0
MOV;2023,0;5,0;Mastologia;127,0
MOV;2023,0;5,0;Nefrologia;18,0
MOV;2023,0;5,0;Neurologia;39,0
MOV;2023,0;5,0;Nutrição;7,0
MOV;2023,0;5,0;Oftamologia;11,0
MOV;2023,0;5,0;Pediatria;40,0
MOV;2023,0;5,0;Psicologia;40,0
MOV;2023,0;5,0;Psicólogo;9,0
MOV;2023,0;5,0;Psiquiatria;2,0
MOV;2023,0;5,0;Serviço Social;74,0
MOV;2023,0;6,0;Anestesiologia;24,0
MOV;2023,0;6,0;Banco de Leite;156,0
MOV;2023,0;6,0;Cardiologia;67,0
MOV;2023,0;6,0;Enfermagem;14,0
MOV;2023,0;6,0;Fisioterapia;28,0
MOV;2023,0;6,0;Fonoaudilogia;75,0
MOV;2023,0;6,0;Ginecologia e Obstetrícia;883,0
MOV;2023,0;6,0;Mastologia;153,0
MOV;2023,0;6,0;Nefrologia;16,0
MOV;2023,0;6,0;Neurologia;27,0
MOV;2023,0;6,0;Nutrição;7,0
MOV;2023,0;6,0;Oftamologia;5,0
MOV;2023,0;6,0;Pediatria;31,0
MOV;2023,0;6,0;Psicologia;32,0
MOV;2023,0;6,0;Psicólogo;6,0
MOV;2023,0;6,0;Psiquiatria;7,0
MOV;2023,0;6,0;Serviço Social;87,0
MOV;2023,0;7,0;Anestesiologia;44,0
MOV;2023,0;7,0;Banco de Leite;131,0
MOV;2023,0;7,0;Cardiologia;97,0
MOV;2023,0;7,0;Endocrinologia e Metabologia;38,0
MOV;2023,0;7,0;Enfermagem;9,0
MOV;2023,0;7,0;Fisioterapia;12,0
MOV;2023,0;7,0;Fonoaudilogia;66,0
MOV;2023,0;7,0;Ginecologia e Obstetrícia;835,0
MOV;2023,0;7,0;Mastologia;167,0
MOV;2023,0;7,0;Nefrologia;16,0
MOV;2023,0;7,0;Neurologia;18,0
MOV;2023,0;7,0;Oftamologia;14,0
MOV;2023,0;7,0;Pediatria;30,0
MOV;2023,0;7,0;Psicologia;45,0
MOV;2023,0;7,0;Psicólogo;6,0
MOV;2023,0;7,0;Psiquiatria;9,0
MOV;2023,0;8,0;Anestesiologia;58,0
MOV;2023,0;8,0;Banco de Leite;117,0
MOV;2023,0;8,0;Cardiologia;128,0
MOV;2023,0;8,0;Endocrinologia e Metabologia;42,0
MOV;2023,0;8,0;Enfermagem;16,0
MOV;2023,0;8,0;Fisioterapia;28,0
MOV;2023,0;8,0;Fonoaudilogia;42,0
MOV;2023,0;8,0;Ginecologia e Obstetrícia;1135,0
MOV;2023,0;8,0;Mastologia;215,0
MOV;2023,0;8,0;Nefrologia;14,0
MOV;2023,0;8,0;Neurologia;35,0
MOV;2023,0;8,0;Nutrição;6,0
MOV;2023,0;8,0;Oftamologia;5,0
MOV;2023,0;8,0;Pediatria;54,0
MOV;2023,0;8,0;Psicologia;40,0
MOV;2023,0;8,0;Psicólogo;11,0
MOV;2023,0;8,0;Psiquiatria;20,0
MOV;2023,0;8,0;Serviço Social;57,0
MOV;2023,0;9,0;Anestesiologia;63,0
MOV;2023,0;9,0;Banco de Leite;107,0
MOV;2023,0;9,0;Cardiologia;121,0
MOV;2023,0;9,0;Endocrinologia e Metabologia;71,0
MOV;2023,0;9,0;Enfermagem;28,0
MOV;2023,0;9,0;Fisioterapia;25,0
MOV;2023,0;9,0;Fonoaudilogia;43,0
MOV;2023,0;9,0;Ginecologia e Obstetrícia;920,0
MOV;2023,0;9,0;Mastologia;94,0
MOV;2023,0;9,0;Nefrologia;10,0
MOV;2023,0;9,0;Neurologia;35,0
MOV;2023,0;9,0;Nutrição;4,0
MOV;2023,0;9,0;Oftamologia;6,0
MOV;2023,0;9,0;Pediatria;35,0
MOV;2023,0;9,0;Psicologia;32,0
MOV;2023,0;9,0;Psicólogo;10,0
MOV;2023,0;9,0;Psiquiatria;16,0
MOV;2023,0;9,0;Serviço Social;101,0
MOV;2023,0;10,0;Anestesiologia;67,0
MOV;2023,0;10,0;Banco de Leite;101,0
MOV;2023,0;10,0;Cardiologia;149,0
MOV;2023,0;10,0;Endocrinologia e Metabologia;54,0
MOV;2023,0;10,0;Enfermagem;13,0
MOV;2023,0;10,0;Fisioterapia;30,0
MOV;2023,0;10,0;Fonoaudilogia;38,0
MOV;2023,0;10,0;Ginecologia e Obstetrícia;1002,0
MOV;2023,0;10,0;Mastologia;160,0
MOV;2023,0;10,0;Nefrologia;4,0
MOV;2023,0;10,0;Neurologia;47,0
MOV;2023,0;10,0;Nutrição;19,0
MOV;2023,0;10,0;Oftamologia;9,0
MOV;2023,0;10,0;Pediatria;43,0
MOV;2023,0;10,0;Psicologia;49,0
MOV;2023,0;10,0;Psicólogo;8,0
MOV;2023,0;10,0;Psiquiatria;10,0
MOV;2023,0;10,0;Serviço Social;74,0
MOV;2023,0;11,0;Anestesiologia;44,0
MOV;2023,0;11,0;Banco de Leite;114,0
MOV;2023,0;11,0;Cardiologia;64,0
MOV;2023,0;11,0;Endocrinologia e Metabologia;53,0
MOV;2023,0;11,0;Enfermagem;13,0
MOV;2023,0;11,0;Fisioterapia;33,0
MOV;2023,0;11,0;Fonoaudilogia;43,0
MOV;2023,0;11,0;Ginecologia e Obstetrícia;874,0
MOV;2023,0;11,0;Mastologia;142,0
MOV;2023,0;11,0;Nefrologia;13,0
MOV;2023,0;11,0;Neurologia;17,0
MOV;2023,0;11,0;Nutrição;36,0
MOV;2023,0;11,0;Oftamologia;8,0
MOV;2023,0;11,0;Pediatria;49,0
MOV;2023,0;11,0;Psicologia;39,0
MOV;2023,0;11,0;Serviço Social;23,0
MOV;2023,0;12,0;Anestesiologia;59,0
MOV;2023,0;12,0;Banco de Leite;111,0
MOV;2023,0;12,0;Cardiologia;109,0
MOV;2023,0;12,0;Endocrinologia e Metabologia;11,0
MOV;2023,0;12,0;Enfermagem;18,0
MOV;2023,0;12,0;Fisioterapia;30,0
MOV;2023,0;12,0;Fonoaudilogia;58,0
MOV;2023,0;12,0;Ginecologia e Obstetrícia;939,0
MOV;2023,0;12,0;Mastologia;130,0
MOV;2023,0;12,0;Nefrologia;9,0
MOV;2023,0;12,0;Neurologia;40,0
MOV;2023,0;12,0;Nutrição;11,0
MOV;2023,0;12,0;Oftamologia;3,0
MOV;2023,0;12,0;Pediatria;50,0
MOV;2023,0;12,0;Psicologia;68,0
MOV;2023,0;12,0;Psicólogo;1,0
MOV;2023,0;12,0;Serviço Social;69,0
MOV;2024,0;1,0;Anestesiologia;50,0
MOV;2024,0;1,0;Banco de Leite;172,0
MOV;2024,0;1,0;Cardiologia;79,0
MOV;2024,0;1,0;Endocrinologia e Metabologia;51,0
MOV;2024,0;1,0;Enfermagem;7,0
MOV;2024,0;1,0;Fisioterapia;16,0
MOV;2024,0;1,0;Fonoaudilogia;41,0
MOV;2024,0;1,0;Ginecologia e Obstetrícia;918,0
MOV;2024,0;1,0;Mastologia;213,0
MOV;2024,0;1,0;Neurologia;22,0
MOV;2024,0;1,0;Nutrição;18,0
MOV;2024,0;1,0;Oftamologia;14,0
MOV;2024,0;1,0;Pediatria;36,0
MOV;2024,0;1,0;Psicologia;54,0
MOV;2024,0;1,0;Psicólogo;7,0
MOV;2024,0;1,0;Serviço Social;26,0
MOV;2024,0;2,0;Anestesiologia;41,0
MOV;2024,0;2,0;Banco de Leite;116,0
MOV;2024,0;2,0;Cardiologia;97,0
MOV;2024,0;2,0;Endocrinologia e Metabologia;60,0
MOV;2024,0;2,0;Enfermagem;8,0
MOV;2024,0;2,0;Fisioterapia;28,0
MOV;2024,0;2,0;Fonoaudilogia;30,0
MOV;2024,0;2,0;Ginecologia e Obstetrícia;842,0
MOV;2024,0;2,0;Mastologia;154,0
MOV;2024,0;2,0;Nefrologia;12,0
MOV;2024,0;2,0;Neurologia;22,0
MOV;2024,0;2,0;Nutrição;26,0
MOV;2024,0;2,0;Oftamologia;12,0
MOV;2024,0;2,0;Pediatria;39,0
MOV;2024,0;2,0;Psicologia;35,0
MOV;2024,0;2,0;Psicólogo;2,0
MOV;2024,0;2,0;Serviço Social;45,0
MOV;2024,0;3,0;Anestesiologia;49,0
MOV;2024,0;3,0;Banco de Leite;133,0
MOV;2024,0;3,0;Cardiologia;94,0
MOV;2024,0;3,0;Endocrinologia e Metabologia;43,0
MOV;2024,0;3,0;Enfermagem;11,0
MOV;2024,0;3,0;Fisioterapia;35,0
MOV;2024,0;3,0;Fonoaudilogia;42,0
MOV;2024,0;3,0;Ginecologia e Obstetrícia;879,0
MOV;2024,0;3,0;Mastologia;137,0
MOV;2024,0;3,0;Nefrologia;9,0
MOV;2024,0;3,0;Neurologia;43,0
MOV;2024,0;3,0;Nutrição;21,0
MOV;2024,0;3,0;Oftamologia;18,0
MOV;2024,0;3,0;Pediatria;43,0
MOV;2024,0;3,0;Psicologia;52,0
MOV;2024,0;3,0;Psicólogo;5,0
MOV;2024,0;3,0;Serviço Social;53,0
MOV;2024,0;4,0;Anestesiologia;74,0
MOV;2024,0;4,0;Banco de Leite;209,0
MOV;2024,0;4,0;Cardiologia;122,0
MOV;2024,0;4,0;Endocrinologia e Metabologia;39,0
MOV;2024,0;4,0;Enfermagem;15,0
MOV;2024,0;4,0;Fisioterapia;23,0
MOV;2024,0;4,0;Fonoaudilogia;30,0
MOV;2024,0;4,0;Ginecologia e Obstetrícia;982,0
MOV;2024,0;4,0;Mastologia;196,0
MOV;2024,0;4,0;Nefrologia;8,0
MOV;2024,0;4,0;Neurologia;39,0
MOV;2024,0;4,0;Nutrição;42,0
MOV;2024,0;4,0;Oftamologia;14,0
MOV;2024,0;4,0;Pediatria;44,0
MOV;2024,0;4,0;Psicologia;72,0
MOV;2024,0;4,0;Psicólogo;4,0
MOV;2024,0;4,0;Psiquiatria;7,0
MOV;2024,0;4,0;Serviço Social;70,0
MOV;2024,0;5,0;Anestesiologia;23,0
MOV;2024,0;5,0;Banco de Leite;245,0
MOV;2024,0;5,0;Cardiologia;106,0
MOV;2024,0;5,0;Endocrinologia e Metabologia;57,0
MOV;2024,0;5,0;Enfermagem;10,0
MOV;2024,0;5,0;Fisioterapia;35,0
MOV;2024,0;5,0;Fonoaudilogia;35,0
MOV;2024,0;5,0;Ginecologia e Obstetrícia;922,0
MOV;2024,0;5,0;Mastologia;131,0
MOV;2024,0;5,0;Nefrologia;8,0
MOV;2024,0;5,0;Neurologia;30,0
MOV;2024,0;5,0;Nutrição;39,0
MOV;2024,0;5,0;Oftamologia;10,0
MOV;2024,0;5,0;Pediatria;57,0
MOV;2024,0;5,0;Psicologia;27,0
MOV;2024,0;5,0;Psicólogo;7,0
MOV;2024,0;5,0;Psiquiatria;15,0
MOV;2024,0;5,0;Serviço Social;74,0
MOV;2024,0;6,0;Anestesiologia;67,0
MOV;2024,0;6,0;Banco de Leite;327,0
MOV;2024,0;6,0;Cardiologia;133,0
MOV;2024,0;6,0;Endocrinologia e Metabologia;61,0
MOV;2024,0;6,0;Enfermagem;20,0
MOV;2024,0;6,0;Fisioterapia;47,0
MOV;2024,0;6,0;Fonoaudilogia;24,0
MOV;2024,0;6,0;Ginecologia e Obstetrícia;902,0
MOV;2024,0;6,0;Mastologia;154,0
MOV;2024,0;6,0;Nefrologia;11,0
MOV;2024,0;6,0;Neurologia;27,0
MOV;2024,0;6,0;Nutrição;47,0
MOV;2024,0;6,0;Oftamologia;11,0
MOV;2024,0;6,0;Pediatria;64,0
MOV;2024,0;6,0;Psicologia;58,0
MOV;2024,0;6,0;Psicólogo;13,0
MOV;2024,0;6,0;Psiquiatria;17,0
MOV;2024,0;6,0;Serviço Social;76,0
MOV;2024,0;7,0;Anestesiologia;80,0
MOV;2024,0;7,0;Banco de Leite;324,0
MOV;2024,0;7,0;Cardiologia;133,0
MOV;2024,0;7,0;Endocrinologia e Metabologia;74,0
MOV;2024,0;7,0;Enfermagem;10,0
MOV;2024,0;7,0;Fisioterapia;54,0
MOV;2024,0;7,0;Fonoaudilogia;40,0
MOV;2024,0;7,0;Ginecologia e Obstetrícia;1022,0
MOV;2024,0;7,0;Mastologia;194,0
MOV;2024,0;7,0;Nefrologia;9,0
MOV;2024,0;7,0;Neurologia;33,0
MOV;2024,0;7,0;Nutrição;30,0
MOV;2024,0;7,0;Oftamologia;11,0
MOV;2024,0;7,0;Pediatria;91,0
MOV;2024,0;7,0;Psicologia;91,0
MOV;2024,0;7,0;Psicólogo;4,0
MOV;2024,0;7,0;Psiquiatria;5,0
MOV;2024,0;7,0;Serviço Social;43,0
MOV;2024,0;8,0;Anestesiologia;65,0
MOV;2024,0;8,0;Banco de Leite;365,0
MOV;2024,0;8,0;Cardiologia;139,0
MOV;2024,0;8,0;Endocrinologia e Metabologia;75,0
MOV;2024,0;8,0;Enfermagem;11,0
MOV;2024,0;8,0;Fisioterapia;56,0
MOV;2024,0;8,0;Fonoaudilogia;45,0
MOV;2024,0;8,0;Ginecologia e Obstetrícia;956,0
MOV;2024,0;8,0;Mastologia;183,0
MOV;2024,0;8,0;Nefrologia;15,0
MOV;2024,0;8,0;Neurologia;32,0
MOV;2024,0;8,0;Nutrição;50,0
MOV;2024,0;8,0;Oftamologia;3,0
MOV;2024,0;8,0;Pediatria;59,0
MOV;2024,0;8,0;Psicologia;53,0
MOV;2024,0;8,0;Psicólogo;6,0
MOV;2024,0;8,0;Psiquiatria;18,0
MOV;2024,0;8,0;Serviço Social;49,0
MOV;2024,0;9,0;Anestesiologia;100,0
MOV;2024,0;9,0;Banco de Leite;396,0
MOV;2024,0;9,0;Cardiologia;149,0
MOV;2024,0;9,0;Endocrinologia e Metabologia;57,0
MOV;2024,0;9,0;Fisioterapia;53,0
MOV;2024,0;9,0;Fonoaudilogia;38,0
MOV;2024,0;9,0;Ginecologia e Obstetrícia;1129,0
MOV;2024,0;9,0;Mastologia;157,0
MOV;2024,0;9,0;Nefrologia;13,0
MOV;2024,0;9,0;Neurologia;39,0
MOV;2024,0;9,0;Nutrição;54,0
MOV;2024,0;9,0;Oftamologia;5,0
MOV;2024,0;9,0;Pediatria;74,0
MOV;2024,0;9,0;Psicologia;77,0
MOV;2024,0;9,0;Psicólogo;2,0
MOV;2024,0;9,0;Psiquiatria;25,0
MOV;2024,0;9,0;Serviço Social;51,0
MOV;2024,0;10,0;Anestesiologia;86,0
MOV;2024,0;10,0;Banco de Leite;274,0
MOV;2024,0;10,0;Cardiologia;130,0
MOV;2024,0;10,0;Endocrinologia e Metabologia;7,0
MOV;2024,0;10,0;Enfermagem;16,0
MOV;2024,0;10,0;Fisioterapia;62,0
MOV;2024,0;10,0;Fonoaudilogia;40,0
MOV;2024,0;10,0;Ginecologia e Obstetrícia;1046,0
MOV;2024,0;10,0;Mastologia;100,0
MOV;2024,0;10,0;Nefrologia;8,0
MOV;2024,0;10,0;Neurologia;40,0
MOV;2024,0;10,0;Nutrição;50,0
MOV;2024,0;10,0;Oftamologia;5,0
MOV;2024,0;10,0;Pediatria;80,0
MOV;2024,0;10,0;Psicologia;88,0
MOV;2024,0;10,0;Psiquiatria;20,0
MOV;2024,0;10,0;Serviço Social;14,0
MOV;2024,0;11,0;Anestesiologia;58,0
MOV;2024,0;11,0;Banco de Leite;290,0
MOV;2024,0;11,0;Cardiologia;124,0
MOV;2024,0;11,0;Endocrinologia e Metabologia;87,0
MOV;2024,0;11,0;Enfermagem;15,0
MOV;2024,0;11,0;Fisioterapia;46,0
MOV;2024,0;11,0;Fonoaudilogia;43,0
MOV;2024,0;11,0;Ginecologia e Obstetrícia;923,0
MOV;2024,0;11,0;Mastologia;2,0
MOV;2024,0;11,0;Nefrologia;24,0
MOV;2024,0;11,0;Neurologia;42,0
MOV;2024,0;11,0;Nutrição;65,0
MOV;2024,0;11,0;Oftamologia;19,0
MOV;2024,0;11,0;Pediatria;64,0
MOV;2024,0;11,0;Psicologia;74,0
MOV;2024,0;11,0;Psiquiatria;29,0
MOV;2024,0;11,0;Serviço Social;52,0
MOV;2024,0;12,0;Anestesiologia;70,0
MOV;2024,0;12,0;Banco de Leite;262,0
MOV;2024,0;12,0;Cardiologia;85,0
MOV;2024,0;12,0;Endocrinologia e Metabologia;73,0
MOV;2024,0;12,0;Enfermagem;7,0
MOV;2024,0;12,0;Fisioterapia;14,0
MOV;2024,0;12,0;Fonoaudilogia;30,0
MOV;2024,0;12,0;Ginecologia e Obstetrícia;904,0
MOV;2024,0;12,0;Mastologia;151,0
MOV;2024,0;12,0;Nefrologia;13,0
MOV;2024,0;12,0;Neurologia;35,0
MOV;2024,0;12,0;Nutrição;62,0
MOV;2024,0;12,0;Oftamologia;15,0
MOV;2024,0;12,0;Pediatria;74,0
MOV;2024,0;12,0;Psicologia;89,0
MOV;2024,0;12,0;Psicólogo;5,0
MOV;2024,0;12,0;Psiquiatria;34,0
MOV;2024,0;12,0;Serviço Social;52,0
MOV;2025,0;1,0;Banco de Leite;385,0
MOV;2025,0;1,0;Cardiologia;73,0
MOV;2025,0;1,0;Endocrinologia e Metabologia;64,0
MOV;2025,0;1,0;Fisioterapia;32,0
MOV;2025,0;1,0;Fonoaudilogia;37,0
MOV;2025,0;1,0;Ginecologia e Obstetrícia;965,0
MOV;2025,0;1,0;Mastologia;9,0
MOV;2025,0;1,0;Nefrologia;13,0
MOV;2025,0;1,0;Neurologia;27,0
MOV;2025,0;1,0;Oftamologia;13,0
MOV;2025,0;1,0;Pediatria;86,0
MOV;2025,0;1,0;Psicologia;49,0
MOV;2025,0;1,0;Psiquiatria;20,0
MOV;2025,0;1,0;Serviço Social;30,0
MOV;2025,0;2,0;Anestesiologia;70,0
MOV;2025,0;2,0;Banco de Leite;363,0
MOV;2025,0;2,0;Cardiologia;115,0
MOV;2025,0;2,0;Endocrinologia e Metabologia;70,0
MOV;2025,0;2,0;Enfermagem;10,0
MOV;2025,0;2,0;Fisioterapia;37,0
MOV;2025,0;2,0;Fonoaudilogia;34,0
MOV;2025,0;2,0;Ginecologia e Obstetrícia;1043,0
MOV;2025,0;2,0;Mastologia;22,0
MOV;2025,0;2,0;Nefrologia;11,0
MOV;2025,0;2,0;Neurologia;42,0
MOV;2025,0;2,0;Nutrição;74,0
MOV;2025,0;2,0;Oftamologia;10,0
MOV;2025,0;2,0;Pediatria;98,0
MOV;2025,0;2,0;Psicologia;83,0
MOV;2025,0;2,0;Psiquiatria;41,0
MOV;2025,0;2,0;Serviço Social;55,0
MOV;2025,0;3,0;Anestesiologia;41,0
MOV;2025,0;3,0;Banco de Leite;443,0
MOV;2025,0;3,0;Cardiologia;71,0
MOV;2025,0;3,0;Endocrinologia e Metabologia;83,0
MOV;2025,0;3,0;Enfermagem;14,0
MOV;2025,0;3,0;Fisioterapia;39,0
MOV;2025,0;3,0;Fonoaudilogia;31,0
MOV;2025,0;3,0;Ginecologia e Obstetrícia;956,0
MOV;2025,0;3,0;Mastologia;9,0
MOV;2025,0;3,0;Nefrologia;14,0
MOV;2025,0;3,0;Neurologia;45,0
MOV;2025,0;3,0;Nutrição;54,0
MOV;2025,0;3,0;Oftamologia;8,0
MOV;2025,0;3,0;Pediatria;100,0
MOV;2025,0;3,0;Psicologia;92,0
MOV;2025,0;3,0;Psiquiatria;26,0
MOV;2025,0;3,0;Serviço Social;58,0
MOV;2025,0;4,0;Anestesiologia;48,0
MOV;2025,0;4,0;Banco de Leite;324,0
MOV;2025,0;4,0;Cardiologia;129,0
MOV;2025,0;4,0;Endocrinologia e Metabologia;47,0
MOV;2025,0;4,0;Enfermagem;17,0
MOV;2025,0;4,0;Fisioterapia;45,0
MOV;2025,0;4,0;Fonoaudilogia;42,0
MOV;2025,0;4,0;Ginecologia e Obstetrícia;1103,0
MOV;2025,0;4,0;Mastologia;20,0
MOV;2025,0;4,0;Nefrologia;8,0
MOV;2025,0;4,0;Neurologia;47,0
MOV;2025,0;4,0;Nutrição;45,0
MOV;2025,0;4,0;Oftamologia;6,0
MOV;2025,0;4,0;Pediatria;64,0
MOV;2025,0;4,0;Psicologia;90,0
MOV;2025,0;4,0;Psiquiatria;39,0
MOV;2025,0;4,0;Serviço Social;91,0
MOV;2025,0;5,0;Anestesiologia;53,0
MOV;2025,0;5,0;Banco de Leite;258,0
MOV;2025,0;5,0;Cardiologia;102,0
MOV;2025,0;5,0;Endocrinologia e Metabologia;63,0
MOV;2025,0;5,0;Enfermagem;9,0
MOV;2025,0;5,0;Fisioterapia;35,0
MOV;2025,0;5,0;Fonoaudilogia;26,0
MOV;2025,0;5,0;Ginecologia e Obstetrícia;901,0
MOV;2025,0;5,0;Mastologia;13,0
MOV;2025,0;5,0;Nefrologia;15,0
MOV;2025,0;5,0;Neurologia;29,0
MOV;2025,0;5,0;Nutrição;46,0
MOV;2025,0;5,0;Oftamologia;16,0
MOV;2025,0;5,0;Pediatria;69,0
MOV;2025,0;5,0;Psicologia;62,0
MOV;2025,0;5,0;Psiquiatria;35,0
MOV;2025,0;5,0;Serviço Social;43,0
MOV;2025,0;6,0;Anestesiologia;48,0
MOV;2025,0;6,0;Banco de Leite;353,0
MOV;2025,0;6,0;Cardiologia;119,0
MOV;2025,0;6,0;Endocrinologia e Metabologia;70,0
MOV;2025,0;6,0;Enfermagem;10,0
MOV;2025,0;6,0;Fisioterapia;33,0
MOV;2025,0;6,0;Fonoaudilogia;39,0
MOV;2025,0;6,0;Ginecologia e Obstetrícia;1181,0
MOV;2025,0;6,0;Mastologia;21,0
MOV;2025,0;6,0;Nefrologia;19,0
MOV;2025,0;6,0;Neurologia;27,0
MOV;2025,0;6,0;Nutrição;69,0
MOV;2025,0;6,0;Oftamologia;9,0
MOV;2025,0;6,0;Pediatria;83,0
MOV;2025,0;6,0;Psicologia;6,0
MOV;2025,0;6,0;Psiquiatria;26,0
MOV;2025,0;6,0;Serviço Social;58,0
MOV;2025,0;7,0;Anestesiologia;100,0
MOV;2025,0;7,0;Banco de Leite;349,0
MOV;2025,0;7,0;Cardiologia;140,0
MOV;2025,0;7,0;Endocrinologia e Metabologia;54,0
MOV;2025,0;7,0;Enfermagem;10,0
MOV;2025,0;7,0;Fisioterapia;32,0
MOV;2025,0;7,0;Fonoaudilogia;37,0
MOV;2025,0;7,0;Ginecologia e Obstetrícia;1192,0
MOV;2025,0;7,0;Mastologia;16,0
MOV;2025,0;7,0;Nefrologia;13,0
MOV;2025,0;7,0;Neurologia;47,0
MOV;2025,0;7,0;Nutrição;49,0
MOV;2025,0;7,0;Oftamologia;7,0
MOV;2025,0;7,0;Pediatria;59,0
MOV;2025,0;7,0;Psicologia;40,0
MOV;2025,0;7,0;Psiquiatria;25,0
MOV;2025,0;7,0;Serviço Social;97,0
MOV;2025,0;8,0;Anestesiologia;62,0
MOV;2025,0;8,0;Banco de Leite;339,0
MOV;2025,0;8,0;Cardiologia;107,0
MOV;2025,0;8,0;Endocrinologia e Metabologia;94,0
MOV;2025,0;8,0;Enfermagem;14,0
MOV;2025,0;8,0;Fisioterapia;44,0
MOV;2025,0;8,0;Fonoaudilogia;24,0
MOV;2025,0;8,0;Ginecologia e Obstetrícia;973,0
MOV;2025,0;8,0;Mastologia;25,0
MOV;2025,0;8,0;Nefrologia;20,0
MOV;2025,0;8,0;Neurologia;39,0
MOV;2025,0;8,0;Nutrição;36,0
MOV;2025,0;8,0;Oftamologia;2,0
MOV;2025,0;8,0;Pediatria;51,0
MOV;2025,0;8,0;Psicologia;45,0
MOV;2025,0;8,0;Psiquiatria;28,0
MOV;2025,0;8,0;Serviço Social;64,0
MOV;2025,0;9,0;Anestesiologia;61,0
MOV;2025,0;9,0;Banco de Leite;322,0
MOV;2025,0;9,0;Cardiologia;136,0
MOV;2025,0;9,0;Endocrinologia e Metabologia;90,0
MOV;2025,0;9,0;Enfermagem;19,0
MOV;2025,0;9,0;Fisioterapia;73,0
MOV;2025,0;9,0;Fonoaudilogia;31,0
MOV;2025,0;9,0;Fonoaudiologia;7,0
MOV;2025,0;9,0;Ginecologia e Obstetrícia;1139,0
MOV;2025,0;9,0;Mastologia;25,0
